Epic_ID,DPC,Epic_Name,CoD,Backlog,EconomicImpact_Income,EconomicImpact_CostsSaving,EconomicImpact_LossPrevention,Strategy_Value,UserExperience_FutureCustomerExperience_Value,PlatformUsage_FinalValue,Markets_Value,CustomerSatisfaction_Value,Critical_Event_value,Margin_to_deadline,Margin_to_deadline_value,WOWA_RankExponent_4_24.2,WOWA_RankExponent_4_24.2_scaled,WOWA_RankExponent_4_24.2_class,WOWA_RankExponent_4_24.2_fairCOD,CoD_class
LPM-133,23.3,New conversion pannel (Stock),8.0,Online Sales,0.0,0.0,0.0,0.0,0.0,0.2475,1.0,0.0,0.0,0.19215592923345626,0.008590876049078044,0.525181061175473,0.6955870746169832,6,13,5
LPM-245,23.3,Used Car Program adaptations – Maturity level 1 (SEAT & CUPRA),13.0,Online Sales,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0009122472404099572,0.9968279842280326,0.7416450865186212,0.9999999999999999,9,100,6
LPM-193,23.3, 360º sales workplace - Remove dependencies from Australia,13.0,Online Sales,0.0,1.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.19215592923345626,0.008590876049078044,0.5791473198145917,0.771479716076774,8,40,6
LPM-195,23.3,Maintenance backlog AU 2022,5.0,Online Sales,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.19215592923345626,0.008590876049078044,0.030558245935915853,0.0,1,1,4
LPM-171,23.3,CUPRA Marketplace,40.0,Online Sales,0.98379432747339,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.19215592923345626,0.008590876049078044,0.6128670714198015,0.8188997352372719,8,40,8
LPM-135,23.3,Refactor Stock Locator Product List Page (Stock),13.0,Online Sales,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8,0.19215592923345626,0.008590876049078044,0.5811605036604844,0.7743108524879654,8,40,6
LPM-289,23.3,Refactor Stock Locator Product Detail Page (Stock),13.0,Online Sales,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8,0.19215592923345626,0.008590876049078044,0.5811605036604844,0.7743108524879654,8,40,6
LPM-84,23.3,New Configuration Experience (Zenit),40.0,Online Sales,0.0,0.0,0.0,0.7,1.0,0.8,0.0,0.0,0.0,0.19215592923345626,0.008590876049078044,0.4202792920537898,0.5480639267610607,6,13,8
LPM-154,23.3,Generate PDF,3.0,Online Sales,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.19215592923345626,0.008590876049078044,0.28861679087886893,0.3629072150055331,5,8,3
LPM-134,23.3,Tacticals and discount (Stock),8.0,Online Sales,0.0,0.0,0.0,0.6,1.0,0.0,0.0,0.0,0.0,0.19215592923345626,0.008590876049078044,0.36701962050936154,0.47316495731763214,6,13,5
LPM-158,23.3,Stock Locator WebCalc integration,8.0,Online Sales,0.0,0.0,0.0,0.6,1.0,0.0,0.0,0.03,0.0,0.19215592923345626,0.008590876049078044,0.374508956882278,0.48369719606188916,6,13,5
LPM-93,23.3,Virtual stock,21.0,Online Sales,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.19215592923345626,0.008590876049078044,0.28861679087886893,0.3629072150055331,5,8,7
LPM-210,23.4,[AFTERSALES] Cross-selling of Loyalty Products & Accessories in Prospect Phase ,8.0,Online Sales,0.1793006448152941,0.0,0.0,0.4,1.0,0.0,0.0,0.0,0.0,0.19215592923345626,0.008590876049078044,0.40863261928200684,0.5316852341639104,6,13,5
LPM-262,23.4,Reservation Online for CUPRA Stock cars [LUX],8.0,Online Sales,0.0,0.0,0.0,1.0,0.0,0.25,0.003,0.0,0.0,0.19215592923345626,0.008590876049078044,0.16420000536225593,0.18794013867114506,4,5,5
LPM-264,23.4,CUPRA BtO Agencia Leasing in Sweden,13.0,Online Sales,0.0,0.0,0.2546031364879196,0.5,1.0,0.0,0.0,0.0,0.0,0.19215592923345626,0.008590876049078044,0.4133887214679145,0.5383737311441249,6,13,6
LPM-285,24.1,Stock Car Sales FR,100.0,Online Sales,0.0,0.0,0.0,1.0,1.0,0.0,0.078,0.0,0.0,0.19257795015308515,0.006410115205850553,0.4440567200087016,0.5815020760810893,6,13,9
LPM-286,24.1,Stock Car Sales ES,100.0,Online Sales,0.0,0.0,0.0,1.0,1.0,0.0,0.133,0.0,0.0,0.19257795015308515,0.006410115205850553,0.4618568226060746,0.6065343247200692,6,13,9
LPM-287,24.1,Stock Car Sales UK,100.0,Online Sales,0.0,0.0,0.0,1.0,1.0,0.0,0.136,0.0,0.0,0.19257795015308515,0.006410115205850553,0.46282773729320403,0.6078997201003772,6,13,9
