Epic_ID,DPC,Epic_Name,CoD,Backlog,EconomicImpact_Income,EconomicImpact_CostsSaving,EconomicImpact_LossPrevention,Strategy_Value,UserExperience_FutureCustomerExperience_Value,PlatformUsage_FinalValue,Markets_Value,CustomerSatisfaction_Value,Critical_Event_value,Margin_to_deadline,Margin_to_deadline_value,WOWA_RankExponent_4_24.1,WOWA_RankExponent_4_24.1_scaled,WOWA_RankExponent_4_24.1_class,WOWA_RankExponent_4_24.1_fairCOD,CoD_class
LPM-250,23.3,CUPRA TRIBE MVP - Portal,13.0,Websites,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.1960829749756736,0.008590876049078044,0.3538994719304724,0.39178578791599905,5,8,6
LPM-192,23.3,Rate your experience survey integration in AEM websites,3.0,Websites,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.1960829749756736,0.008590876049078044,0.10232952450537071,0.02114810655980448,1,1,3
LPM-187,23.3,EV Route planner in digital platforms (MCA & WEB),13.0,Websites,0.0,0.0,0.0,0.9,1.0,0.0,0.0,0.7583892617449665,0.0,0.1960829749756736,0.008590876049078044,0.606778343825428,0.7643519060172921,6,13,6
LPM-142,23.3,[AFTERSALES] Loyalty Products of VWFS integration,13.0,Websites,0.3073259878251669,0.0,0.0,1.0,1.0,0.0,0.415,0.0,0.0,0.1960829749756736,0.008590876049078044,0.6102675754870015,0.7694925865556352,6,13,6
LPM-147,23.3,[AFTERSALES] Tool for check the next maintenance service (SEAT + CUPRA),3.0,Websites,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1960829749756736,0.008590876049078044,0.28861679087886893,0.29560489753009134,3,3,3
LPM-156,23.3,Private Area complete re-design,3.0,Websites,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.1960829749756736,0.008590876049078044,0.08797526879147974,0.0,1,1,3
LPM-163,23.3,Different delivery options selectable by the customer in Private Area ,3.0,Websites,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1960829749756736,0.008590876049078044,0.28861679087886893,0.29560489753009134,3,3,3
LPM-190,23.3,Customer handover preferences in Private Area,3.0,Websites,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1960829749756736,0.008590876049078044,0.28861679087886893,0.29560489753009134,3,3,3
LPM-64,23.3,(CONNECT) Services availability list,3.0,Websites,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1960829749756736,0.008590876049078044,0.28861679087886893,0.29560489753009134,3,3,3
LPM-155,23.3,CUPRA Glossary,1.0,Websites,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1960829749756736,0.008590876049078044,0.28861679087886893,0.29560489753009134,3,3,1
LPM-260,23.4,Migration to Central Form Builder (AEM),2.0,Websites,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.1960829749756736,0.008590876049078044,0.10232952450537071,0.02114810655980448,1,1,2
LPM-271,23.4,New Phygital Discovery Experience for launched Cupra Models,13.0,Websites,0.0,0.0,0.0,0.6,1.0,0.45,0.0,0.0,0.0,0.1960829749756736,0.008590876049078044,0.38820973165060024,0.4423350496205716,5,8,6
LPM-266,23.4,[AFTERSALES] Recall / Service Campaign Check,8.0,Websites,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.1960829749756736,0.008590876049078044,0.2804390547409173,0.28355664935126,3,3,5
